date,region,issuer,merchant_category,device_segment,attempts,successful_transactions,failed_transactions,gmv_cny,is_anomaly_window,is_synthetic
2025-01-07,South China,Issuer B,Digital,Recent phone,86,82,4,4062.92,0,1
2025-01-07,South China,Issuer B,Digital,Older phone,79,75,4,3616.89,0,1
2025-01-07,South China,Issuer B,Digital,Watch,77,72,5,3457.35,0,1
2025-01-07,South China,Issuer C,Retail,Recent phone,67,65,2,1387.23,0,1
2025-01-07,South China,Issuer C,Retail,Older phone,61,56,5,1185.8,0,1
2025-01-07,South China,Issuer C,Retail,Watch,54,50,4,1184.23,0,1
2025-01-07,South China,Issuer C,Dining,Recent phone,71,68,3,1885.17,0,1
2025-01-07,South China,Issuer C,Dining,Older phone,64,62,2,1704.65,0,1
2025-01-07,South China,Issuer C,Dining,Watch,70,65,5,1810.18,0,1
2025-01-07,South China,Issuer C,Transit,Recent phone,88,84,4,2886.06,0,1
2025-01-07,South China,Issuer C,Transit,Older phone,64,61,3,2224.04,0,1
2025-01-07,South China,Issuer C,Transit,Watch,68,66,2,2403.86,0,1
2025-01-07,South China,Issuer C,Grocery,Recent phone,95,91,4,3871.05,0,1
2025-01-07,South China,Issuer C,Grocery,Older phone,70,66,4,2781.48,0,1
2025-01-07,South China,Issuer C,Grocery,Watch,76,72,4,3039.11,0,1
2025-01-07,South China,Issuer C,Digital,Recent phone,83,79,4,3873.07,0,1
2025-01-07,South China,Issuer C,Digital,Older phone,89,84,5,4308.17,0,1
2025-01-07,South China,Issuer C,Digital,Watch,70,67,3,3364.53,0,1
2025-01-07,South China,Issuer D,Retail,Recent phone,66,63,3,1501.66,0,1
2025-01-07,South China,Issuer D,Retail,Older phone,64,61,3,1437.27,0,1
2025-01-07,South China,Issuer D,Retail,Watch,46,45,1,945.09,0,1
2025-01-07,South China,Issuer D,Dining,Recent phone,79,73,6,1971.21,0,1
2025-01-07,South China,Issuer D,Dining,Older phone,70,66,4,1847.73,0,1
2025-01-07,South China,Issuer D,Dining,Watch,53,51,2,1526.25,0,1
2025-01-07,South China,Issuer D,Transit,Recent phone,83,80,3,2976.59,0,1
2025-01-07,South China,Issuer D,Transit,Older phone,68,65,3,2228.55,0,1
2025-01-07,South China,Issuer D,Transit,Watch,66,62,4,2148.73,0,1
2025-01-07,South China,Issuer D,Grocery,Recent phone,88,83,5,3575.89,0,1
2025-01-07,South China,Issuer D,Grocery,Older phone,78,75,3,3282.91,0,1
2025-01-07,South China,Issuer D,Grocery,Watch,73,69,4,2949.97,0,1
2025-01-07,South China,Issuer D,Digital,Recent phone,91,86,5,4195.17,0,1
2025-01-07,South China,Issuer D,Digital,Older phone,79,76,3,3725.71,0,1
2025-01-07,South China,Issuer D,Digital,Watch,75,72,3,3711.36,0,1
2025-01-07,West China,Issuer A,Retail,Recent phone,75,73,2,1866.92,0,1
2025-01-07,West China,Issuer A,Retail,Older phone,76,72,4,1864.49,0,1
2025-01-07,West China,Issuer A,Retail,Watch,62,58,4,1295.37,0,1
2025-01-07,West China,Issuer A,Dining,Recent phone,84,81,3,2583.6,0,1
2025-01-07,West China,Issuer A,Dining,Older phone,80,77,3,2534.43,0,1
2025-01-07,West China,Issuer A,Dining,Watch,74,70,4,2136.7,0,1
2025-01-07,West China,Issuer A,Transit,Recent phone,92,91,1,3363.79,0,1
2025-01-07,West China,Issuer A,Transit,Older phone,73,70,3,2724.79,0,1
2025-01-07,West China,Issuer A,Transit,Watch,72,67,5,2473.75,0,1
2025-01-07,West China,Issuer A,Grocery,Recent phone,87,84,3,3713.32,0,1
2025-01-07,West China,Issuer A,Grocery,Older phone,96,91,5,3974.73,0,1
2025-01-07,West China,Issuer A,Grocery,Watch,74,70,4,3119.54,0,1
2025-01-07,West China,Issuer A,Digital,Recent phone,95,93,2,4927.83,0,1
2025-01-07,West China,Issuer A,Digital,Older phone,91,87,4,4529.17,0,1
2025-01-07,West China,Issuer A,Digital,Watch,77,73,4,3682.83,0,1
2025-01-07,West China,Issuer B,Retail,Recent phone,71,67,4,1485.99,0,1
2025-01-07,West China,Issuer B,Retail,Older phone,72,68,4,1634.73,0,1
2025-01-07,West China,Issuer B,Retail,Watch,62,57,5,1339.88,0,1
2025-01-07,West China,Issuer B,Dining,Recent phone,85,81,4,2610.09,0,1
2025-01-07,West China,Issuer B,Dining,Older phone,80,75,5,2231.06,0,1
2025-01-07,West China,Issuer B,Dining,Watch,71,67,4,2019.88,0,1
2025-01-07,West China,Issuer B,Transit,Recent phone,77,73,4,2913.63,0,1
2025-01-07,West China,Issuer B,Transit,Older phone,89,84,5,3227.85,0,1
2025-01-07,West China,Issuer B,Transit,Watch,66,62,4,2437.01,0,1
2025-01-07,West China,Issuer B,Grocery,Recent phone,92,88,4,3865.61,0,1
2025-01-07,West China,Issuer B,Grocery,Older phone,82,78,4,3436.33,0,1
2025-01-07,West China,Issuer B,Grocery,Watch,66,64,2,2940.31,0,1
2025-01-07,West China,Issuer B,Digital,Recent phone,94,88,6,4635.48,0,1
2025-01-07,West China,Issuer B,Digital,Older phone,84,79,5,4237.08,0,1
2025-01-07,West China,Issuer B,Digital,Watch,77,73,4,3893.51,0,1
2025-01-07,West China,Issuer C,Retail,Recent phone,76,73,3,1796.35,0,1
2025-01-07,West China,Issuer C,Retail,Older phone,70,66,4,1580.57,0,1
2025-01-07,West China,Issuer C,Retail,Watch,66,62,4,1526.62,0,1
2025-01-07,West China,Issuer C,Dining,Recent phone,87,84,3,2706.17,0,1
2025-01-07,West China,Issuer C,Dining,Older phone,80,76,4,2251.07,0,1
2025-01-07,West China,Issuer C,Dining,Watch,74,71,3,2195.5,0,1
2025-01-07,West China,Issuer C,Transit,Recent phone,90,86,4,3249.48,0,1
2025-01-07,West China,Issuer C,Transit,Older phone,78,73,5,2667.7,0,1
2025-01-07,West China,Issuer C,Transit,Watch,72,67,5,2635.56,0,1
2025-01-07,West China,Issuer C,Grocery,Recent phone,84,82,2,3747.96,0,1
2025-01-07,West China,Issuer C,Grocery,Older phone,87,83,4,3857.09,0,1
2025-01-07,West China,Issuer C,Grocery,Watch,82,77,5,3426.08,0,1
2025-01-07,West China,Issuer C,Digital,Recent phone,97,93,4,4689.82,0,1
2025-01-07,West China,Issuer C,Digital,Older phone,95,91,4,4780.75,0,1
2025-01-07,West China,Issuer C,Digital,Watch,75,69,6,3592.87,0,1
2025-01-07,West China,Issuer D,Retail,Recent phone,78,75,3,1670.46,0,1
2025-01-07,West China,Issuer D,Retail,Older phone,66,61,5,1424.35,0,1
2025-01-07,West China,Issuer D,Retail,Watch,56,53,3,1317.78,0,1
2025-01-07,West China,Issuer D,Dining,Recent phone,89,86,3,2703.39,0,1
2025-01-07,West China,Issuer D,Dining,Older phone,70,65,5,2065.16,0,1
2025-01-07,West China,Issuer D,Dining,Watch,62,58,4,1845.95,0,1
2025-01-07,West China,Issuer D,Transit,Recent phone,84,81,3,2986.59,0,1
2025-01-07,West China,Issuer D,Transit,Older phone,82,77,5,3077.29,0,1
2025-01-07,West China,Issuer D,Transit,Watch,71,67,4,2482.47,0,1
2025-01-07,West China,Issuer D,Grocery,Recent phone,96,91,5,3964.23,0,1
2025-01-07,West China,Issuer D,Grocery,Older phone,73,69,4,3194.62,0,1
2025-01-07,West China,Issuer D,Grocery,Watch,81,75,6,3523.43,0,1
2025-01-07,West China,Issuer D,Digital,Recent phone,99,95,4,4921.09,0,1
2025-01-07,West China,Issuer D,Digital,Older phone,87,83,4,4327.26,0,1
2025-01-07,West China,Issuer D,Digital,Watch,82,76,6,4041.73,0,1
2025-01-08,East China,Issuer A,Retail,Recent phone,48,45,3,744.47,0,1
2025-01-08,East China,Issuer A,Retail,Older phone,50,49,1,886.16,0,1
2025-01-08,East China,Issuer A,Retail,Watch,40,39,1,697.02,0,1
2025-01-08,East China,Issuer A,Dining,Recent phone,50,48,2,1122.49,0,1
2025-01-08,East China,Issuer A,Dining,Older phone,49,46,3,1217.09,0,1
2025-01-08,East China,Issuer A,Dining,Watch,29,27,2,698.84,0,1
2025-01-08,East China,Issuer A,Transit,Recent phone,65,63,2,1921.17,0,1
2025-01-08,East China,Issuer A,Transit,Older phone,62,59,3,1778.69,0,1
2025-01-08,East China,Issuer A,Transit,Watch,55,53,2,1801.22,0,1
2025-01-08,East China,Issuer A,Grocery,Recent phone,69,67,2,2649.49,0,1
2025-01-08,East China,Issuer A,Grocery,Older phone,62,60,2,2316.72,0,1
2025-01-08,East China,Issuer A,Grocery,Watch,55,53,2,2161.95,0,1
2025-01-08,East China,Issuer A,Digital,Recent phone,75,73,2,3265.39,0,1
2025-01-08,East China,Issuer A,Digital,Older phone,54,51,3,2253.1,0,1
2025-01-08,East China,Issuer A,Digital,Watch,57,55,2,2549.68,0,1
2025-01-08,East China,Issuer B,Retail,Recent phone,57,53,4,915.93,0,1
2025-01-08,East China,Issuer B,Retail,Older phone,43,41,2,729.42,0,1
2025-01-08,East China,Issuer B,Retail,Watch,35,31,4,526.61,0,1
2025-01-08,East China,Issuer B,Dining,Recent phone,61,60,1,1608.44,0,1
2025-01-08,East China,Issuer B,Dining,Older phone,54,51,3,1365.1,0,1
2025-01-08,East China,Issuer B,Dining,Watch,43,41,2,1025.81,0,1
2025-01-08,East China,Issuer B,Transit,Recent phone,69,66,3,2065.74,0,1
2025-01-08,East China,Issuer B,Transit,Older phone,62,61,1,1959.72,0,1
2025-01-08,East China,Issuer B,Transit,Watch,50,48,2,1570.08,0,1
2025-01-08,East China,Issuer B,Grocery,Recent phone,68,65,3,2481.47,0,1
2025-01-08,East China,Issuer B,Grocery,Older phone,57,53,4,2152.29,0,1
2025-01-08,East China,Issuer B,Grocery,Watch,47,43,4,1750.18,0,1
2025-01-08,East China,Issuer B,Digital,Recent phone,66,65,1,3089.21,0,1
2025-01-08,East China,Issuer B,Digital,Older phone,62,59,3,2766.45,0,1
2025-01-08,East China,Issuer B,Digital,Watch,62,60,2,2854.3,0,1
2025-01-08,East China,Issuer C,Retail,Recent phone,54,52,2,845.42,0,1
2025-01-08,East China,Issuer C,Retail,Older phone,45,44,1,788.19,0,1
2025-01-08,East China,Issuer C,Retail,Watch,27,25,2,498.62,0,1
2025-01-08,East China,Issuer C,Dining,Recent phone,54,52,2,1230.97,0,1
2025-01-08,East China,Issuer C,Dining,Older phone,49,47,2,1090.84,0,1
2025-01-08,East China,Issuer C,Dining,Watch,43,40,3,1063.2,0,1
2025-01-08,East China,Issuer C,Transit,Recent phone,59,57,2,1855.52,0,1
2025-01-08,East China,Issuer C,Transit,Older phone,53,51,2,1712.01,0,1
2025-01-08,East China,Issuer C,Transit,Watch,35,33,2,998.01,0,1
2025-01-08,East China,Issuer C,Grocery,Recent phone,58,56,2,2247.6,0,1
2025-01-08,East China,Issuer C,Grocery,Older phone,65,62,3,2359.21,0,1
2025-01-08,East China,Issuer C,Grocery,Watch,52,49,3,1983.06,0,1
2025-01-08,East China,Issuer C,Digital,Recent phone,62,59,3,2631.86,0,1
2025-01-08,East China,Issuer C,Digital,Older phone,65,61,4,2864.07,0,1
2025-01-08,East China,Issuer C,Digital,Watch,62,59,3,2646.09,0,1
2025-01-08,East China,Issuer D,Retail,Recent phone,55,52,3,964.46,0,1
2025-01-08,East China,Issuer D,Retail,Older phone,40,39,1,676.1,0,1
2025-01-08,East China,Issuer D,Retail,Watch,47,46,1,808.16,0,1
2025-01-08,East China,Issuer D,Dining,Recent phone,66,64,2,1697.05,0,1
2025-01-08,East China,Issuer D,Dining,Older phone,54,51,3,1366.82,0,1
2025-01-08,East China,Issuer D,Dining,Watch,43,43,0,993.84,0,1
2025-01-08,East China,Issuer D,Transit,Recent phone,70,69,1,2184.71,0,1
2025-01-08,East China,Issuer D,Transit,Older phone,59,56,3,1681.65,0,1
2025-01-08,East China,Issuer D,Transit,Watch,51,50,1,1626.79,0,1
2025-01-08,East China,Issuer D,Grocery,Recent phone,67,64,3,2554.6,0,1
2025-01-08,East China,Issuer D,Grocery,Older phone,57,55,2,2128.6,0,1
2025-01-08,East China,Issuer D,Grocery,Watch,43,41,2,1668.73,0,1
2025-01-08,East China,Issuer D,Digital,Recent phone,76,73,3,3482.52,0,1
2025-01-08,East China,Issuer D,Digital,Older phone,63,61,2,2744.15,0,1
2025-01-08,East China,Issuer D,Digital,Watch,55,52,3,2494.3,0,1
2025-01-08,North China,Issuer A,Retail,Recent phone,63,60,3,1201.29,0,1
2025-01-08,North China,Issuer A,Retail,Older phone,55,53,2,967.73,0,1
2025-01-08,North China,Issuer A,Retail,Watch,49,45,4,932.44,0,1
2025-01-08,North China,Issuer A,Dining,Recent phone,59,57,2,1461.28,0,1
2025-01-08,North China,Issuer A,Dining,Older phone,54,52,2,1415.74,0,1
2025-01-08,North China,Issuer A,Dining,Watch,56,54,2,1525.09,0,1
2025-01-08,North China,Issuer A,Transit,Recent phone,63,62,1,2116.7,0,1
2025-01-08,North China,Issuer A,Transit,Older phone,72,68,4,2359.74,0,1
2025-01-08,North China,Issuer A,Transit,Watch,69,64,5,2213.6,0,1
2025-01-08,North China,Issuer A,Grocery,Recent phone,80,79,1,3106.05,0,1
2025-01-08,North China,Issuer A,Grocery,Older phone,70,68,2,2693.05,0,1
2025-01-08,North China,Issuer A,Grocery,Watch,65,60,5,2368.57,0,1
2025-01-08,North China,Issuer A,Digital,Recent phone,88,85,3,3933.99,0,1
2025-01-08,North China,Issuer A,Digital,Older phone,63,60,3,2836.85,0,1
2025-01-08,North China,Issuer A,Digital,Watch,60,55,5,2606.04,0,1
2025-01-08,North China,Issuer B,Retail,Recent phone,57,56,1,1042.26,0,1
2025-01-08,North China,Issuer B,Retail,Older phone,56,52,4,1109.83,0,1
2025-01-08,North China,Issuer B,Retail,Watch,49,48,1,897.13,0,1
2025-01-08,North China,Issuer B,Dining,Recent phone,68,66,2,1886.88,0,1
2025-01-08,North China,Issuer B,Dining,Older phone,51,50,1,1300.77,0,1
2025-01-08,North China,Issuer B,Dining,Watch,49,45,4,1292.09,0,1
2025-01-08,North China,Issuer B,Transit,Recent phone,68,64,4,2274.23,0,1
2025-01-08,North China,Issuer B,Transit,Older phone,56,54,2,1922.05,0,1
2025-01-08,North China,Issuer B,Transit,Watch,44,43,1,1519.42,0,1
2025-01-08,North China,Issuer B,Grocery,Recent phone,81,78,3,3104.72,0,1
2025-01-08,North China,Issuer B,Grocery,Older phone,69,63,6,2701.51,0,1
2025-01-08,North China,Issuer B,Grocery,Watch,64,62,2,2540.27,0,1
2025-01-08,North China,Issuer B,Digital,Recent phone,77,73,4,3470.31,0,1
2025-01-08,North China,Issuer B,Digital,Older phone,72,69,3,3347.02,0,1
2025-01-08,North China,Issuer B,Digital,Watch,69,64,5,3110.08,0,1
2025-01-08,North China,Issuer C,Retail,Recent phone,46,45,1,880.2,0,1
2025-01-08,North China,Issuer C,Retail,Older phone,52,52,0,970.91,0,1
2025-01-08,North China,Issuer C,Retail,Watch,52,49,3,919.37,0,1
2025-01-08,North China,Issuer C,Dining,Recent phone,59,57,2,1433.24,0,1
2025-01-08,North China,Issuer C,Dining,Older phone,62,60,2,1722.95,0,1
2025-01-08,North China,Issuer C,Dining,Watch,55,52,3,1444.77,0,1
2025-01-08,North China,Issuer C,Transit,Recent phone,71,70,1,2263.73,0,1
2025-01-08,North China,Issuer C,Transit,Older phone,55,53,2,1765.14,0,1
2025-01-08,North China,Issuer C,Transit,Watch,62,60,2,1982.18,0,1
2025-01-08,North China,Issuer C,Grocery,Recent phone,78,75,3,3108.58,0,1
2025-01-08,North China,Issuer C,Grocery,Older phone,59,58,1,2395.87,0,1
2025-01-08,North China,Issuer C,Grocery,Watch,60,58,2,2278.88,0,1
2025-01-08,North China,Issuer C,Digital,Recent phone,80,77,3,3665.75,0,1
2025-01-08,North China,Issuer C,Digital,Older phone,71,68,3,3143.97,0,1
2025-01-08,North China,Issuer C,Digital,Watch,66,63,3,3133.85,0,1
2025-01-08,North China,Issuer D,Retail,Recent phone,62,59,3,1158.47,0,1
2025-01-08,North China,Issuer D,Retail,Older phone,51,49,2,892.42,0,1
2025-01-08,North China,Issuer D,Retail,Watch,41,38,3,735.63,0,1
2025-01-08,North China,Issuer D,Dining,Recent phone,66,62,4,1761.24,0,1
2025-01-08,North China,Issuer D,Dining,Older phone,66,62,4,1684.94,0,1
2025-01-08,North China,Issuer D,Dining,Watch,51,47,4,1262.59,0,1
2025-01-08,North China,Issuer D,Transit,Recent phone,70,66,4,2305.63,0,1
2025-01-08,North China,Issuer D,Transit,Older phone,49,47,2,1655.78,0,1
2025-01-08,North China,Issuer D,Transit,Watch,63,59,4,1958.12,0,1
2025-01-08,North China,Issuer D,Grocery,Recent phone,75,71,4,3018.57,0,1
2025-01-08,North China,Issuer D,Grocery,Older phone,66,63,3,2620.32,0,1
2025-01-08,North China,Issuer D,Grocery,Watch,71,67,4,2737.09,0,1
2025-01-08,North China,Issuer D,Digital,Recent phone,76,72,4,3596.65,0,1
2025-01-08,North China,Issuer D,Digital,Older phone,77,75,2,3496.35,0,1
2025-01-08,North China,Issuer D,Digital,Watch,70,68,2,3296.74,0,1
2025-01-08,South China,Issuer A,Retail,Recent phone,65,64,1,1460.71,0,1
2025-01-08,South China,Issuer A,Retail,Older phone,61,59,2,1274.45,0,1
2025-01-08,South China,Issuer A,Retail,Watch,60,57,3,1144.2,0,1
2025-01-08,South China,Issuer A,Dining,Recent phone,69,66,3,1962.92,0,1
2025-01-08,South China,Issuer A,Dining,Older phone,66,63,3,1824.28,0,1
2025-01-08,South China,Issuer A,Dining,Watch,60,57,3,1658.76,0,1
2025-01-08,South China,Issuer A,Transit,Recent phone,78,75,3,2584.31,0,1
2025-01-08,South China,Issuer A,Transit,Older phone,73,70,3,2592.5,0,1
2025-01-08,South China,Issuer A,Transit,Watch,64,62,2,2246.8,0,1
2025-01-08,South China,Issuer A,Grocery,Recent phone,84,81,3,3576.87,0,1
2025-01-08,South China,Issuer A,Grocery,Older phone,77,73,4,3009.08,0,1
2025-01-08,South China,Issuer A,Grocery,Watch,63,60,3,2607.54,0,1
2025-01-08,South China,Issuer A,Digital,Recent phone,89,85,4,4342.44,0,1
2025-01-08,South China,Issuer A,Digital,Older phone,86,83,3,4188.94,0,1
2025-01-08,South China,Issuer A,Digital,Watch,66,62,4,3189.94,0,1
2025-01-08,South China,Issuer B,Retail,Recent phone,77,74,3,1648.61,0,1
2025-01-08,South China,Issuer B,Retail,Older phone,63,60,3,1363.57,0,1
2025-01-08,South China,Issuer B,Retail,Watch,57,56,1,1163.87,0,1
2025-01-08,South China,Issuer B,Dining,Recent phone,81,77,4,2174.03,0,1
2025-01-08,South China,Issuer B,Dining,Older phone,63,61,2,1685.55,0,1
2025-01-08,South China,Issuer B,Dining,Watch,61,58,3,1696.81,0,1
2025-01-08,South China,Issuer B,Transit,Recent phone,81,77,4,2852.53,0,1
2025-01-08,South China,Issuer B,Transit,Older phone,70,67,3,2378.62,0,1
2025-01-08,South China,Issuer B,Transit,Watch,61,59,2,2165.38,0,1
2025-01-08,South China,Issuer B,Grocery,Recent phone,87,82,5,3589.33,0,1
2025-01-08,South China,Issuer B,Grocery,Older phone,78,73,5,3036.41,0,1
2025-01-08,South China,Issuer B,Grocery,Watch,71,65,6,2712.31,0,1
2025-01-08,South China,Issuer B,Digital,Recent phone,80,77,3,3932.58,0,1
2025-01-08,South China,Issuer B,Digital,Older phone,84,80,4,4127.27,0,1
2025-01-08,South China,Issuer B,Digital,Watch,72,67,5,3473.64,0,1
2025-01-08,South China,Issuer C,Retail,Recent phone,67,63,4,1474.63,0,1
2025-01-08,South China,Issuer C,Retail,Older phone,53,50,3,1008.62,0,1
2025-01-08,South China,Issuer C,Retail,Watch,60,57,3,1210.62,0,1
2025-01-08,South China,Issuer C,Dining,Recent phone,76,72,4,2122.39,0,1
2025-01-08,South China,Issuer C,Dining,Older phone,61,61,0,1824.36,0,1
2025-01-08,South China,Issuer C,Dining,Watch,62,59,3,1747.35,0,1
2025-01-08,South China,Issuer C,Transit,Recent phone,69,66,3,2336.28,0,1
2025-01-08,South China,Issuer C,Transit,Older phone,68,65,3,2346.38,0,1
2025-01-08,South China,Issuer C,Transit,Watch,71,67,4,2388.07,0,1
2025-01-08,South China,Issuer C,Grocery,Recent phone,91,85,6,3507.32,0,1
2025-01-08,South China,Issuer C,Grocery,Older phone,81,78,3,3464.78,0,1
2025-01-08,South China,Issuer C,Grocery,Watch,68,63,5,2707.06,0,1
2025-01-08,South China,Issuer C,Digital,Recent phone,77,73,4,3535.17,0,1
2025-01-08,South China,Issuer C,Digital,Older phone,80,76,4,3771.25,0,1
2025-01-08,South China,Issuer C,Digital,Watch,70,65,5,3216.01,0,1
2025-01-08,South China,Issuer D,Retail,Recent phone,65,61,4,1244.06,0,1
2025-01-08,South China,Issuer D,Retail,Older phone,63,60,3,1333.77,0,1
2025-01-08,South China,Issuer D,Retail,Watch,53,52,1,1103.28,0,1
2025-01-08,South China,Issuer D,Dining,Recent phone,78,77,1,2218.06,0,1
2025-01-08,South China,Issuer D,Dining,Older phone,74,70,4,2128.63,0,1
2025-01-08,South China,Issuer D,Dining,Watch,63,57,6,1756.07,0,1
2025-01-08,South China,Issuer D,Transit,Recent phone,76,74,2,2785.25,0,1
2025-01-08,South China,Issuer D,Transit,Older phone,73,70,3,2513.87,0,1
2025-01-08,South China,Issuer D,Transit,Watch,69,66,3,2418.03,0,1
2025-01-08,South China,Issuer D,Grocery,Recent phone,88,86,2,3856.59,0,1
2025-01-08,South China,Issuer D,Grocery,Older phone,80,78,2,3329.39,0,1
2025-01-08,South China,Issuer D,Grocery,Watch,66,63,3,2602.8,0,1
2025-01-08,South China,Issuer D,Digital,Recent phone,84,82,2,4136.93,0,1
2025-01-08,South China,Issuer D,Digital,Older phone,78,75,3,3846.58,0,1
2025-01-08,South China,Issuer D,Digital,Watch,78,71,7,3548.26,0,1
2025-01-08,West China,Issuer A,Retail,Recent phone,76,73,3,1649.4,0,1
2025-01-08,West China,Issuer A,Retail,Older phone,69,66,3,1512.81,0,1
2025-01-08,West China,Issuer A,Retail,Watch,62,60,2,1512.42,0,1
2025-01-08,West China,Issuer A,Dining,Recent phone,86,83,3,2724.04,0,1
2025-01-08,West China,Issuer A,Dining,Older phone,77,73,4,2370.6,0,1
2025-01-08,West China,Issuer A,Dining,Watch,70,65,5,2133.37,0,1
2025-01-08,West China,Issuer A,Transit,Recent phone,84,78,6,3082.11,0,1
2025-01-08,West China,Issuer A,Transit,Older phone,80,76,4,3011.45,0,1
2025-01-08,West China,Issuer A,Transit,Watch,77,73,4,2870.09,0,1
2025-01-08,West China,Issuer A,Grocery,Recent phone,101,96,5,4229.77,0,1
2025-01-08,West China,Issuer A,Grocery,Older phone,77,73,4,3315.98,0,1
2025-01-08,West China,Issuer A,Grocery,Watch,80,76,4,3548.35,0,1
2025-01-08,West China,Issuer A,Digital,Recent phone,85,82,3,4173.58,0,1
2025-01-08,West China,Issuer A,Digital,Older phone,88,85,3,4582.7,0,1
2025-01-08,West China,Issuer A,Digital,Watch,74,69,5,3457.98,0,1
2025-01-08,West China,Issuer B,Retail,Recent phone,82,78,4,1806.5,0,1
2025-01-08,West China,Issuer B,Retail,Older phone,74,69,5,1783.87,0,1
2025-01-08,West China,Issuer B,Retail,Watch,64,61,3,1565.26,0,1
2025-01-08,West China,Issuer B,Dining,Recent phone,77,74,3,2423.74,0,1
2025-01-08,West China,Issuer B,Dining,Older phone,71,69,2,2208.13,0,1
2025-01-08,West China,Issuer B,Dining,Watch,64,62,2,2006.22,0,1
2025-01-08,West China,Issuer B,Transit,Recent phone,87,82,5,2983.09,0,1
2025-01-08,West China,Issuer B,Transit,Older phone,72,69,3,2744.48,0,1
2025-01-08,West China,Issuer B,Transit,Watch,61,58,3,2127.46,0,1
2025-01-08,West China,Issuer B,Grocery,Recent phone,91,88,3,3915.37,0,1
2025-01-08,West China,Issuer B,Grocery,Older phone,81,76,5,3501.77,0,1
2025-01-08,West China,Issuer B,Grocery,Watch,73,69,4,2996.14,0,1
2025-01-08,West China,Issuer B,Digital,Recent phone,96,93,3,4651.85,0,1
2025-01-08,West China,Issuer B,Digital,Older phone,96,91,5,4738.49,0,1
2025-01-08,West China,Issuer B,Digital,Watch,81,76,5,3853.14,0,1
2025-01-08,West China,Issuer C,Retail,Recent phone,76,73,3,1825.67,0,1
2025-01-08,West China,Issuer C,Retail,Older phone,65,62,3,1480.22,0,1
2025-01-08,West China,Issuer C,Retail,Watch,64,59,5,1488.68,0,1
2025-01-08,West China,Issuer C,Dining,Recent phone,80,78,2,2376.9,0,1
2025-01-08,West China,Issuer C,Dining,Older phone,79,75,4,2202.04,0,1
2025-01-08,West China,Issuer C,Dining,Watch,74,68,6,1981.15,0,1
2025-01-08,West China,Issuer C,Transit,Recent phone,82,79,3,3046.68,0,1
2025-01-08,West China,Issuer C,Transit,Older phone,76,71,5,2777.06,0,1
2025-01-08,West China,Issuer C,Transit,Watch,80,74,6,2860.97,0,1
2025-01-08,West China,Issuer C,Grocery,Recent phone,88,83,5,3839.06,0,1
2025-01-08,West China,Issuer C,Grocery,Older phone,88,83,5,3612.82,0,1
2025-01-08,West China,Issuer C,Grocery,Watch,78,74,4,3360.37,0,1
2025-01-08,West China,Issuer C,Digital,Recent phone,86,82,4,4287.26,0,1
2025-01-08,West China,Issuer C,Digital,Older phone,91,88,3,4484.7,0,1
2025-01-08,West China,Issuer C,Digital,Watch,83,77,6,3939.81,0,1
2025-01-08,West China,Issuer D,Retail,Recent phone,68,66,2,1518.76,0,1
2025-01-08,West China,Issuer D,Retail,Older phone,65,62,3,1479.4,0,1
2025-01-08,West China,Issuer D,Retail,Watch,64,61,3,1521.0,0,1
2025-01-08,West China,Issuer D,Dining,Recent phone,93,88,5,2873.64,0,1
2025-01-08,West China,Issuer D,Dining,Older phone,72,68,4,2110.13,0,1
2025-01-08,West China,Issuer D,Dining,Watch,64,61,3,1990.83,0,1
2025-01-08,West China,Issuer D,Transit,Recent phone,82,79,3,2924.02,0,1
2025-01-08,West China,Issuer D,Transit,Older phone,81,77,4,2979.31,0,1
2025-01-08,West China,Issuer D,Transit,Watch,67,62,5,2263.19,0,1
2025-01-08,West China,Issuer D,Grocery,Recent phone,80,75,5,3393.87,0,1
2025-01-08,West China,Issuer D,Grocery,Older phone,88,82,6,3657.75,0,1
2025-01-08,West China,Issuer D,Grocery,Watch,82,78,4,3401.25,0,1
2025-01-08,West China,Issuer D,Digital,Recent phone,97,91,6,4579.09,0,1
2025-01-08,West China,Issuer D,Digital,Older phone,81,76,5,4060.69,0,1
2025-01-08,West China,Issuer D,Digital,Watch,76,73,3,3675.87,0,1
2025-01-09,East China,Issuer A,Retail,Recent phone,52,51,1,866.22,0,1
2025-01-09,East China,Issuer A,Retail,Older phone,45,43,2,755.22,0,1
2025-01-09,East China,Issuer A,Retail,Watch,37,34,3,652.28,0,1
2025-01-09,East China,Issuer A,Dining,Recent phone,58,57,1,1516.31,0,1
2025-01-09,East China,Issuer A,Dining,Older phone,47,45,2,1163.82,0,1
2025-01-09,East China,Issuer A,Dining,Watch,41,40,1,986.19,0,1
2025-01-09,East China,Issuer A,Transit,Recent phone,56,53,3,1790.0,0,1
2025-01-09,East China,Issuer A,Transit,Older phone,50,48,2,1539.96,0,1
2025-01-09,East China,Issuer A,Transit,Watch,37,35,2,1132.8,0,1
2025-01-09,East China,Issuer A,Grocery,Recent phone,65,61,4,2461.53,0,1
2025-01-09,East China,Issuer A,Grocery,Older phone,64,62,2,2442.85,0,1
2025-01-09,East China,Issuer A,Grocery,Watch,63,59,4,2293.9,0,1
2025-01-09,East China,Issuer A,Digital,Recent phone,70,67,3,3040.5,0,1
2025-01-09,East China,Issuer A,Digital,Older phone,68,66,2,3113.46,0,1
